arg1_rel,arg2_rel,arg1,arg2,text,text_pl
Component,Whole,e1,e2,"As was standard practice at the museum on that day of the week, only maintenance workers, cleaning staff, curators, and a few other employees roamed the cavernous <e1>halls</e1> of the <e2>building</e2> that was once the home of France's kings but for centuries had been devoted to housing the nation's art treasures.","Zgodnie ze standardową praktyką w muzeum tego dnia tygodnia, po przepastnych <e1>halach</e1> <e2>budynku</e2> przechadzali się tylko konserwatorzy, personel sprzątający, kustosze i kilku innych pracowników. był niegdyś domem królów Francji, ale przez wieki służył do przechowywania skarbów sztuki narodu."
Cause,Effect,e1,e2,The <e1>injury</e1> resulted in numerous <e2>operations</e2> to save his eyesight.,<e1>Uraz</e1> zaowocował licznymi <e2>operacjami</e2> ratującymi jego wzrok.
Member,Collection,e2,e1,"The drive starts out in the small community of Copeland and on through a couple of small ponds, where a <e1>flight</e1> of double-crested <e2>cormorants</e2> were gathered.","Przejażdżka zaczyna się w małej społeczności Copeland i dalej przez kilka małych stawów, gdzie zgromadził się <e1>lot</e1> dwugrzebieniowych <e2>kormoranów</e2>."
Entity,Destination,e1,e2,The man dropped off the <e1>mail</e1> into the <e2>mailbox</e2>.,Mężczyzna wrzucił <e1>pocztę</e1> do <e2>skrzynki pocztowej</e2>.
Content,Container,e2,e1,I had a trash bag full of clothes and a <e1>suitcase</e1> full of <e2>beer</e2>.,Miałem worek na śmieci pełen ubrań i <e1>walizkę</e1> pełną <e2>piwa</e2>.
Entity,Origin,e1,e2,"After the <e1>emperor</e1> had left the <e2>room</e2>, he turned to his attendants.","Gdy <e1>cesarz</e1> opuścił <e2>pokój</e2>, zwrócił się do swoich sług."
Entity,Origin,e1,e2,The <e1>fountain</e1> was removed from that <e2>location</e2> and placed at Seneca Park along North Tenth Street some time later.,<e1>fontanna</e1> została usunięta z tej <e2>lokalizacji</e2> i jakiś czas później umieszczona w parku Seneca przy North Tenth Street.
Other,Other,,,"This time the <e1>lobster</e1> was full of its superb <e2>flavor</e2>, which suffused even into the buttered corn.","Tym razem <e1>homar</e1> był pełen wspaniałego <e2>smaku</e2>, który przenikał nawet kukurydzę posmarowaną masłem."
Component,Whole,e2,e1,This was an exciting innovation for the packaging industry because the aluminum <e1>can</e1> was made with only two pieces - a <e2>body</e2> and an end.,"Była to ekscytująca innowacja dla branży opakowań, ponieważ aluminiowa <e1>puszka</e1> została wykonana tylko z dwóch części - <e2>korpusu</e2> i wieczka."
Other,Other,,,"The <e1>mistress</e1> fries the <e2>rashers</e2> in a small china fryingpan over the lamp, passing to each person the hot slices as they are done.","<e1>Kochanka</e1> smaży <e2>plasterki</e2> na małej porcelanowej patelni nad lampą, podając każdej osobie gorące plasterki, gdy są gotowe."
Other,Other,,,"In Luxembourg, the <e1>majority</e1> of migrant <e2>workers</e2> are cross-border workers who maintain their residence in neighbouring countries such as Belgium, France and Germany; as a result, employers and public authorities recognise their diplomas rather easily.","W Luksemburgu <e1>większość</e1> <e2>pracowników migrujących</e2> to pracownicy transgraniczni, którzy utrzymują swoje miejsce zamieszkania w sąsiednich krajach, takich jak Belgia, Francja i Niemcy; w rezultacie pracodawcy i władze publiczne dość łatwo uznają ich dyplomy."
Content,Container,e1,e2,"This <e1>crabmeat</e1> was in a <e2>can</e2>, but it was in the refrigerator case in the seafood section, not in the grocery aisle by the tuna.","To <e1>mięso kraba</e1> było w <e2>puszce</e2>, ale znajdowało się w lodówce w dziale owoców morza, a nie w przejściu spożywczym przy tuńczyku."
Other,Other,,,Various <e1>studies</e1> have been conducted with regard to the above <e2>phenomena</e2>.,W odniesieniu do powyższych <e2>zjawisk</e2> przeprowadzono różne <e1>badania</e1>.
Product,Producer,e1,e2,"As for the damaged Republican brand, one <e1>message</e1> <e2>voters</e2> sent with Mr. McDonnell's election is that they don't want the GOP to repeat its mistakes from the past decade.","Jeśli chodzi o zniszczoną republikańską markę, jedna <e1>wiadomość</e1> <e2>wyborców</e2> wysłana w związku z wyborami pana McDonnell jest taka, że ​​nie chcą, aby GOP powtórzyła swoje błędy z ostatniej dekady."
Instrument,Agency,e2,e1,The <e1>buyer</e1> adjusted the gold dust with a <e2>spoon</e2> until the scale balanced.,"<e1>Kupujący</e1> regulował złoty pył <e2>łyżką</e2>, aż waga się zrównoważyła."
Instrument,Agency,e2,e1,"<e1>Four</e1> of us stopped the cyanide train, with no money, but with <e2>candles</e2>, cups of tea and home-made banners.","<e1>Czterech</e1> z nas zatrzymało pociąg z cyjankiem, bez pieniędzy, ale z <e2>świecami</e2>, kubkami herbaty i transparentami domowej roboty."
Component,Whole,e1,e2,He saw behind the scenes and all the showroom <e1>areas</e1> of the <e2>store</e2>.,Zobaczył za kulisami i wszystkie <e1>obszary</e1> showroomu w <e2>sklepie</e2>.
Cause,Effect,e2,e1,We address the longer-term budget <e1>imbalance</e1> that has been caused by the <e2>tax cuts</e2>.,Zajmujemy się długoterminową <e1>nierównowagą</e1> budżetu spowodowaną <e2>obniżkami podatków</e2>.
Cause,Effect,e2,e1,"In North America, about 58 percent of the <e1>wildfires</e1> are caused by <e2>humans</e2>.",W Ameryce Północnej około 58 procent <e1>pożarów</e1> jest powodowanych przez <e2>ludzi</e2>.
Other,Other,,,We put <e1>fairness</e1> into <e2>copyright use</e2>.,Stosujemy <e1>uczciwość</e1> do <e2>używania praw autorskich</e2>.
Entity,Destination,e1,e2,"Shortly after injection, the <e1>poison</e1> is going into the blood <e2>vessels</e2>.",Krótko po wstrzyknięciu <e1>trucizna</e1> trafia do <e2>naczyń krwi</e2>.
Other,Other,,,Data shows that public <e1>concern</e1> about the <e2>economy</e2> has moved into the top five issues facing the country.,"Dane pokazują, że publiczne <e1>obawy</e1> dotyczące <e2>gospodarki</e2> znalazły się w pierwszej piątce najważniejszych problemów, z jakimi boryka się kraj."
Member,Collection,e2,e1,The communal <e1>den</e1> of garter <e2>snakes</e2> in Manitoba is selected to study whether courting males make mistakes in selecting females.,"Wspólna <e1>jaskinia</e1> podwiązek <e2>węży</e2> w Manitobie została wybrana do zbadania, czy zalotne samce popełniają błędy przy wyborze samic."
Entity,Destination,e1,e2,He stuffed the <e1>letter</e1> into the breast <e2>pocket</e2> of his suit and slipped the enclosed DVD into the player.,Wepchnął <e1>list</e1> do <e2>kieszeni</e2> na piersi garnituru i wsunął załączoną płytę DVD do odtwarzacza.
Other,Other,,,The <e1>quota</e1> was extended from six <e2>weeks</e2> to 10 weeks in 2009.,<e1>limit</e1> został przedłużony z sześciu <e2>tygodni</e2> do 10 tygodni w 2009 roku.
Component,Whole,e1,e2,"Although the <e1>bore</e1> of the <e2>trumpet</e2> is mostly cylindrical, it is formed from a complex series of tapers, the smallest being at the mouthpiece receiver, and the largest being at the throat of the bell, before the flare for the bell begins.","Chociaż <e1>otwór</e1> <e2>trąbki</e2> jest w większości cylindryczny, składa się ze złożonej serii stożków, z których najmniejszy znajduje się w odbiorniku ustnika, a największy w gardle dzwon, zanim zacznie się flara na dzwon."
Entity,Origin,e1,e2,Here are some <e1>pictures</e1> from a couple <e2>weeks</e2> ago when we had some ice.,"Oto kilka <e1>zdjęć</e1> z kilku <e2>tygodni</e2> temu, kiedy mieliśmy trochę lodu."
Other,Other,,,My cousins have some fun sliding down the <e1>steps</e1> in a laundry <e2>basket</e2>.,"Moi kuzyni dobrze się bawią, zjeżdżając po <e1>schodkach</e1> w <e2>koszyku</e2> na pranie."
Entity,Origin,e1,e2,"A <e1>man</e1> holding a small toddler ran away from the <e2>beach</e2> as fast as he could, calling out: ""tsunami!"".","<e1>mężczyzna</e1> trzymający małe dziecko uciekł z <e2>plaży</e2> tak szybko, jak mógł, wołając: „tsunami!”."
Component,Whole,e1,e2,Andre Hartman touches the <e1>snout</e1> of the great white <e2>shark</e2>.,Andre Hartman dotyka <e1>pyska</e1> wielkiego białego <e2>rekina</e2>.
Other,Other,,,Volvo stores the <e1>information</e1> in a secure and protected <e2>environment</e2> for as long as they believe it will help the company understand how to serve its clients better.,"Volvo przechowuje <e1>informacje</e1> w bezpiecznym i chronionym <e2>środowisku</e2> tak długo, jak wierzy, że pomoże to firmie zrozumieć, jak lepiej służyć swoim klientom."
Message,Topic,e2,e1,The <e1>case</e1> has been examined in several <e2>books</e2>.,<e1>Przypadek</e1> został omówiony w kilku <e2>książkach</e2>.
Entity,Origin,e1,e2,More recently they concluded the <e1>arsenic</e1> originated in iron oxide <e2>coatings</e2> of rocks lining the aquifer.,"Niedawno doszli do wniosku, że <e1>arsen</e1> powstał w <e2>powłokach</e2> tlenku żelaza na skałach wyścielających warstwę wodonośną."
Message,Topic,e1,e2,The <e1>speech</e1> also devoted considerable time to foreign <e2>affairs</e2>.,<e1>przemówienie</e1> również poświęciło sporo czasu <e2>sprawom zagranicznym</e2>.
Component,Whole,e1,e2,Munitions were stored in the <e1>hold</e1> of the <e2>vessel</e2>.,Amunicja była przechowywana w <e1>ładowni</e1> <e2>statku</e2>.
Instrument,Agency,e2,e1,The <e1>surgeon</e1> performs a vasoepididymostomy using an operating <e2>microscope</e2>.,<e1>Chirurg</e1> wykonuje wazoepidydymostomię za pomocą operacyjnego <e2>mikroskopu</e2>.
Other,Other,,,Details about how Catholic Church <e1>dioceses</e1> dealt with <e2>allegations</e2> of child abuse are to emerge within the coming weeks.,"Szczegóły dotyczące sposobu, w jaki <e1>diecezje</e1> Kościoła katolickiego radzą sobie z <e2>zarzutami</e2> znęcania się nad dziećmi, zostaną ujawnione w ciągu najbliższych tygodni."
Product,Producer,e1,e2,Every <e1>engine</e1> that the <e2>plant</e2> builds is hot-tested.,Każdy <e1>silnik</e1> zbudowany przez <e2>fabrykę</e2> jest testowany na gorąco.
Entity,Destination,e1,e2,My <e1>brother</e1> has entered my <e2>room</e2> without knocking.,Mój <e1>brat</e1> wszedł do mojego <e2>pokoju</e2> bez pukania.
Member,Collection,e2,e1,Over the years a sound <e1>stud</e1> of homogenous brood <e2>mares</e2> has developed.,Z biegiem lat rozwinęła się solidna <e1>reproduktor</e1> jednorodnych <e2>klaczy</e2>.
Cause,Effect,e2,e1,Make sure the child takes lots of fluids in spite of the oral discomfort to prevent high <e1>fever</e1> from <e2>dehydration</e2>.,"Upewnij się, że pomimo dyskomfortu w jamie ustnej dziecko pije dużo płynów, aby zapobiec <e1>gorączce</e1> <e2>odwodnieniu</e2>."
Instrument,Agency,e2,e1,The motor <e1>system</e1> scaled the object's dimensions by modulating the <e2>muscles</e2>.,"Silnik <e1>system</e1> skalował wymiary obiektu, modulując <e2>mięśnie</e2>."
Message,Topic,e1,e2,This splendid little <e1>book</e1> traces the <e2>history</e2> of the company from 3000 BC to the present day.,Ta wspaniała mała <e1>książka</e1> śledzi <e2>historię</e2> firmy od 3000 roku p.n.e. do dnia dzisiejszego.
Member,Collection,e2,e1,"The key to Thirteen's return to form is having Danny Ocean (Clooney) and his merry <e1>ratpack</e1> of expert <e2>thieves</e2> and con men reteam in Las Vegas, site of their original big score in Eleven.","Kluczem do powrotu Trzynastki do formy jest Danny Ocean (Clooney) i jego wesoły <e1>zestaw szczurów</e1> składający się z ekspertów <e2>złodziei</e2> i oszustów w Las Vegas, miejscu ich oryginalnego wielkiego wyniku w Jedenaście."
Other,Other,,,The Tafawa Balewa Square (TBS) in Lagos hosted a <e1>galaxy</e1> of <e2>events</e2> with tourism and culture activities as center of attraction.,"Plac Tafawa Balewa (TBS) w Lagos był gospodarzem <e1>galaktyki</e1> <e2>wydarzeń</e2>, w których centrum atrakcji były atrakcje turystyczne i kulturalne."
Message,Topic,e1,e2,"This <e1>movie</e1> is a depiction of the last twelve <e2>hours</e2> in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem.",Ten <e1>film</e1> przedstawia ostatnie dwanaście <e2>godzin</e2> z życia Jezusa z Nazaretu w dniu jego ukrzyżowania w Jerozolimie.
Component,Whole,e1,e2,The divers went down two weeks ago to look at the condition of the <e1>piles</e1> supporting the <e2>pier</e2>.,"Nurkowie zeszli dwa tygodnie temu, aby przyjrzeć się stanie <e1>pali</e1> podtrzymujących <e2>molo</e2>."
Product,Producer,e1,e2,"Inside, senior stylist Favio Alfano, 33, wields custom-made $1000 <e1>scissors</e1> made by a <e2>guy</e2> named Shioji, a genius in Wakayama.","Wewnątrz, starszy stylista Favio Alfano, lat 33, dzierży wykonane na zamówienie <e1>nożyczki</e1> za 1000 dolarów, wykonane przez <e2>goście</e2> o imieniu Shioji, geniusza z Wakayamy."
Entity,Origin,e1,e2,<e1>Plane</e1> taxies from <e2>runway</e2> and stops on terminal roof.,<e1>Samolot</e1> kołuje z <e2>pasa</e2> i zatrzymuje się na dachu terminalu.
Entity,Destination,e1,e2,"Last night, <e1>wine</e1> was brought to the <e2>restaurant</e2>.",Zeszłej nocy <e1>wino</e1> zostało przyniesione do <e2>restauracji</e2>.
Member,Collection,e2,e1,"In the meantime, an unlikely <e1>menage</e1> of Payaya <e2>natives</e2>, Franciscan padres, Canary Islanders and Spanish soldiers struggle to bring the city together as winter approaches.","Tymczasem mało prawdopodobny <e1>menedż</e1> składający się z <e2>tubylców</e2> Payaya, ojców franciszkanów, mieszkańców Wysp Kanaryjskich i hiszpańskich żołnierzy ma trudności z połączeniem miasta, gdy zbliża się zima."
Component,Whole,e1,e2,Landings are be provided at the top and the bottom of every flight include part of the <e1>floor</e1> of the <e2>building</e2>.,"Lądowania znajdują się na górze, a na dole każdego biegu znajduje się część <e1>piętra</e1> <e2>budynku</e2>."
Component,Whole,e2,e1,A <e1>newspaper</e1> consists of just the same number of <e2>words</e2> whether there be any news in it or not.,"<e1>Gazeta</e1> składa się z tej samej liczby <e2>słów</e2> niezależnie od tego, czy są w niej jakieś wiadomości, czy nie."
Instrument,Agency,e2,e1,"The picture shows a <e1>worker</e1> with a <e2>mallet</e2> and a scalpel in his hands, and having his trunk exposed.",Zdjęcie przedstawia <e1>pracownika</e1> z <e2>młotkiem</e2> i skalpelem w rękach oraz z odsłoniętym tułowiem.
Entity,Destination,e1,e2,<e1>Supernatant</e1> was removed into a 100 mL polypropylene centrifuge <e2>tube</e2>.,<e1>Supernatant</e1> został usunięty do 100 ml polipropylenowej <e2>probówki</e2> wirówki.
Cause,Effect,e1,e2,A rare and incurable congenital <e1>disease</e1> which causes <e2>blindness</e2> has been successfully treated for the first time using gene therapy.,"Rzadka i nieuleczalna <e1>choroba wrodzona</e1>, która powoduje <e2>ślepotę</e2>, została po raz pierwszy skutecznie wyleczona za pomocą terapii genowej."
Cause,Effect,e1,e2,"As I pulled unit apart the small fan on top of light was caked with dust, the <e1>heat</e1> caused a little <e2>discoloration</e2> on the difusing lense.","Gdy rozsunąłem urządzenie, mały wentylator na górze światła był pokryty kurzem, <e1>ciepło</e1> spowodowało niewielkie <e2>przebarwienia</e2> na soczewce rozpraszającej."
Cause,Effect,e1,e2,"His work has led to new treatments for addicts, tests for drug intoxication and understanding of how <e1>heroin</e1>, other opiates and cocaine cause dependence and <e2>withdrawal</e2>.","Jego praca doprowadziła do nowych metod leczenia uzależnionych, testów na zatrucie narkotykami i zrozumienia, w jaki sposób <e1>heroina</e1>, inne opiaty i kokaina powodują uzależnienie i <e2>odstawienie</e2>."
